11.14015,79.07861
13.08362007,80.28251648
10.9941597,76.96629333
11.74514008,79.75891876
12.12784958,78.15856171
10.36205006,77.96951294
11.34058952,77.71717834
12.82423019,79.70114136
8.093970299,77.54860687
10.9592104,78.0772171
12.52645969,78.21408081
9.92416954,78.12416077
10.77690029,79.84062195
11.2193203,78.16764832
11.23408031,78.88025665
10.38486004,78.79293823
9.360219955,78.83724213
11.664325,78.14601
9.85021019,78.48560333
10.76861,79.12905121
11.45070267,76.64588165
9.9573698,77.43023682
8.806269646,78.14324951
10.80574989,78.69473267
8.726400375,77.73348999
11.10855,77.34113
13.12300014,79.91172791
12.23528004,79.07476807
10.77402973,79.63678741
12.91351986,79.13265991
11.93782043,79.50211334
9.58920002,77.9536972
