0,11,9.2
0,10,21.7
0,7,18.7
0,2,22.8
1,3,31.6
1,6,32.5
2,0,28.5
2,3,32.2
2,11,17.5
2,7,21.8
3,1,32
3,6,6.7
3,11,8.9
3,7,11.2
3,5,9.2
3,2,10.8
4,8,19.7
4,6,26
4,5,4
5,8,20
5,3,12.3
5,6,35.6
5,4,5
5,7,27
6,1,19.5
6,3,4
6,4,14.2
6,5,15.8
7,8,16.6
7,0,13.2
7,3,18.8
7,10,5.3
7,5,33.9
7,2,12.3
8,10,14.8
8,9,16
8,4,17.8
8,7,9.7
8,5,14.7
9,8,24.6
9,10,10.7
10,8,27.2
10,0,16.4
10,9,12.8
10,7,5.6
11,0,9.3
11,3,21.5
11,2,14.2
