0,4.8195,0.06939,4.22088,20.7196,0.5619,0,0.0
1,4.8195,0.06939,4.22088,20.7196,0.7373,0,0.0
2,4.8195,0.06939,4.22088,20.7196,0.1058,1,1.0
3,4.8195,0.06939,4.22088,20.7196,-1.8265,0,0.0
4,4.8195,0.06939,4.22088,20.7196,0.709,3,1.0
5,4.8195,0.06939,4.22088,20.7196,1.0318,1,1.0
6,4.8195,0.06939,4.22088,20.7196,0.5261,1,1.0
7,4.8195,0.06939,4.22088,20.7196,-1.1968,0,0.0
8,4.8195,0.06939,4.22088,20.7196,-0.9016,0,0.0
9,4.8195,0.06939,4.22088,20.7196,-1.9412,0,0.0
10,4.8195,0.06939,4.22088,20.7196,-1.3417,0,0.0
11,4.8195,0.06939,4.22088,20.7196,1.1259,0,0.0
12,3.8533,0.06613,14.73633,9.8889,0.5619,1,1.0
13,3.8533,0.06613,14.73633,9.8889,0.7373,0,0.0
14,3.8533,0.06613,14.73633,9.8889,0.1058,1,2.0
15,3.8533,0.06613,14.73633,9.8889,-1.8265,0,0.0
16,3.8533,0.06613,14.73633,9.8889,0.709,2,1.0
17,3.8533,0.06613,14.73633,9.8889,1.0318,0,0.0
18,3.8533,0.06613,14.73633,9.8889,0.5261,2,1.0
19,3.8533,0.06613,14.73633,9.8889,-1.1968,0,0.0
20,3.8533,0.06613,14.73633,9.8889,-0.9016,0,0.0
21,3.8533,0.06613,14.73633,9.8889,-1.9412,1,1.0
22,3.8533,0.06613,14.73633,9.8889,-1.3417,0,0.0
23,3.8533,0.06613,14.73633,9.8889,1.1259,0,0.0
24,3.2791,0.06305,5.62741,5.06218,0.5619,0,0.0
25,3.2791,0.06305,5.62741,5.06218,0.7373,0,0.0
26,3.2791,0.06305,5.62741,5.06218,0.1058,0,0.0
27,3.2791,0.06305,5.62741,5.06218,-1.8265,0,0.0
28,3.2791,0.06305,5.62741,5.06218,0.709,0,0.0
29,3.2791,0.06305,5.62741,5.06218,1.0318,2,1.5
30,3.2791,0.06305,5.62741,5.06218,0.5261,2,1.0
31,3.2791,0.06305,5.62741,5.06218,-1.1968,0,0.0
32,3.2791,0.06305,5.62741,5.06218,-0.9016,5,1.6
33,3.2791,0.06305,5.62741,5.06218,-1.9412,5,1.2
34,3.2791,0.06305,5.62741,5.06218,-1.3417,1,1.0
35,3.2791,0.06305,5.62741,5.06218,1.1259,1,1.0
36,2.8638,0.06033,2.38593,2.23678,0.5619,2,1.0
37,2.8638,0.06033,2.38593,2.23678,0.7373,6,1.33
38,2.8638,0.06033,2.38593,2.23678,0.1058,1,1.0
39,2.8638,0.06033,2.38593,2.23678,-1.8265,13,1.69
40,2.8638,0.06033,2.38593,2.23678,0.709,4,1.5
41,2.8638,0.06033,2.38593,2.23678,1.0318,4,1.5
42,2.8638,0.06033,2.38593,2.23678,0.5261,3,1.0
43,2.8638,0.06033,2.38593,2.23678,-1.1968,1,1.0
44,2.8638,0.06033,2.38593,2.23678,-0.9016,3,1.0
45,2.8638,0.06033,2.38593,2.23678,-1.9412,4,1.0
46,2.8638,0.06033,2.38593,2.23678,-1.3417,3,1.0
47,2.8638,0.06033,2.38593,2.23678,1.1259,7,1.0
48,4.0356,0.04962,8.85142,21.49035,-0.4507,0,0.0
49,4.0356,0.04962,8.85142,21.49035,-0.0606,1,1.0
50,4.0356,0.04962,8.85142,21.49035,-0.2132,0,0.0
51,4.0356,0.04962,8.85142,21.49035,-1.9624,0,0.0
52,4.0356,0.04962,8.85142,21.49035,1.1304,6,1.5
53,4.0356,0.04962,8.85142,21.49035,1.1575,1,1.0
54,4.0356,0.04962,8.85142,21.49035,-0.1166,1,1.0
55,4.0356,0.04962,8.85142,21.49035,-1.4454,0,0.0
56,4.0356,0.04962,8.85142,21.49035,-0.9779,1,1.0
57,4.0356,0.04962,8.85142,21.49035,-2.0911,0,0.0
58,4.0356,0.04962,8.85142,21.49035,-3.09,0,0.0
59,4.0356,0.04962,8.85142,21.49035,1.2158,0,0.0
60,3.21482,0.04061,13.988,11.10165,-0.4507,2,1.0
61,3.21482,0.04061,13.988,11.10165,-0.0606,1,1.0
62,3.21482,0.04061,13.988,11.10165,-0.2132,0,0.0
63,3.21482,0.04061,13.988,11.10165,-1.9624,2,1.0
64,3.21482,0.04061,13.988,11.10165,1.1304,0,0.0
65,3.21482,0.04061,13.988,11.10165,1.1575,2,1.0
66,3.21482,0.04061,13.988,11.10165,-0.1166,1,1.0
67,3.21482,0.04061,13.988,11.10165,-1.4454,2,1.5
68,3.21482,0.04061,13.988,11.10165,-0.9779,6,1.17
69,3.21482,0.04061,13.988,11.10165,-2.0911,1,1.0
70,3.21482,0.04061,13.988,11.10165,-3.09,1,1.0
71,3.21482,0.04061,13.988,11.10165,1.2158,2,1.0
72,2.71104,0.03554,8.33649,6.41655,-0.4507,0,0.0
73,2.71104,0.03554,8.33649,6.41655,-0.0606,1,1.0
74,2.71104,0.03554,8.33649,6.41655,-0.2132,8,1.0
75,2.71104,0.03554,8.33649,6.41655,-1.9624,5,1.0
76,2.71104,0.03554,8.33649,6.41655,1.1304,6,1.17
77,2.71104,0.03554,8.33649,6.41655,1.1575,1,1.0
78,2.71104,0.03554,8.33649,6.41655,-0.1166,5,1.2
79,2.71104,0.03554,8.33649,6.41655,-1.4454,4,1.0
80,2.71104,0.03554,8.33649,6.41655,-0.9779,4,1.0
81,2.71104,0.03554,8.33649,6.41655,-2.0911,4,1.0
82,2.71104,0.03554,8.33649,6.41655,-3.09,3,1.33
83,2.71104,0.03554,8.33649,6.41655,1.2158,11,1.0
