0,2.4948,0.0097,3.7835,8.0426,-1.3163,0,0
1,2.4948,0.0097,3.7835,8.0426,-0.1238,8,1.12
2,2.4948,0.0097,3.7835,8.0426,-3.09,7,1.14
3,2.4948,0.0097,3.7835,8.0426,-1.8339,0,0
4,2.4948,0.0097,3.7835,8.0426,1.9291,1,1
5,2.4948,0.0097,3.7835,8.0426,0.8086,0,0
6,2.4948,0.0097,3.7835,8.0426,-0.1024,0,0
7,2.4948,0.0097,3.7835,8.0426,0.5525,0,0
8,2.4948,0.0097,3.7835,8.0426,-0.5804,2,1
9,2.4948,0.0097,3.7835,8.0426,-1.9394,0,0
10,2.4948,0.0097,3.7835,8.0426,-1.4761,4,1
11,2.4948,0.0097,3.7835,8.0426,-0.4095,12,1.17
12,2.1761,0.0097,5.142,4.6884,-1.3163,1,1
13,2.1761,0.0097,5.142,4.6884,-0.1238,0,0
14,2.1761,0.0097,5.142,4.6884,-3.09,0,0
15,2.1761,0.0097,5.142,4.6884,-1.8339,0,0
16,2.1761,0.0097,5.142,4.6884,1.9291,1,2
17,2.1761,0.0097,5.142,4.6884,0.8086,0,0
18,2.1761,0.0097,5.142,4.6884,-0.1024,5,1
19,2.1761,0.0097,5.142,4.6884,0.5525,1,2
20,2.1761,0.0097,5.142,4.6884,-0.5804,1,2
21,2.1761,0.0097,5.142,4.6884,-1.9394,0,0
22,2.1761,0.0097,5.142,4.6884,-1.4761,0,0
23,2.1761,0.0097,5.142,4.6884,-0.4095,1,2
24,2.0147,0.0097,3.6852,3.2018,-1.3163,5,1
25,2.0147,0.0097,3.6852,3.2018,-0.1238,4,1
26,2.0147,0.0097,3.6852,3.2018,-3.09,0,0
27,2.0147,0.0097,3.6852,3.2018,-1.8339,2,1
28,2.0147,0.0097,3.6852,3.2018,1.9291,0,0
29,2.0147,0.0097,3.6852,3.2018,0.8086,0,0
30,2.0147,0.0097,3.6852,3.2018,-0.1024,2,1
31,2.0147,0.0097,3.6852,3.2018,0.5525,0,0
32,2.0147,0.0097,3.6852,3.2018,-0.5804,3,1
33,2.0147,0.0097,3.6852,3.2018,-1.9394,13,1.15
34,2.0147,0.0097,3.6852,3.2018,-1.4761,19,1.05
35,2.0147,0.0097,3.6852,3.2018,-0.4095,2,1
36,1.9136,0.0097,3.0414,2.3251,-1.3163,15,1
37,1.9136,0.0097,3.0414,2.3251,-0.1238,12,1
38,1.9136,0.0097,3.0414,2.3251,-3.09,3,1.33
39,1.9136,0.0097,3.0414,2.3251,-1.8339,4,1
40,1.9136,0.0097,3.0414,2.3251,1.9291,5,1
41,1.9136,0.0097,3.0414,2.3251,0.8086,3,1
42,1.9136,0.0097,3.0414,2.3251,-0.1024,8,1
43,1.9136,0.0097,3.0414,2.3251,0.5525,16,1.06
44,1.9136,0.0097,3.0414,2.3251,-0.5804,8,1
45,1.9136,0.0097,3.0414,2.3251,-1.9394,4,1
46,1.9136,0.0097,3.0414,2.3251,-1.4761,5,1.4
47,1.9136,0.0097,3.0414,2.3251,-0.4095,3,1
48,1.5816,0,4.3085,18.3609,-1.1212,7,1
49,1.5816,0,4.3085,18.3609,0.6229,10,1
50,1.5816,0,4.3085,18.3609,-0.0837,7,1
51,1.5816,0,4.3085,18.3609,-1.1108,8,1.12
52,1.5816,0,4.3085,18.3609,1.6014,13,1
53,1.5816,0,4.3085,18.3609,1.2922,7,1
54,1.5816,0,4.3085,18.3609,-0.6542,1,1
55,1.5816,0,4.3085,18.3609,-1.583,6,1
56,1.5816,0,4.3085,18.3609,0.16,36,1
57,1.5816,0,4.3085,18.3609,-2.0437,12,1
58,1.5816,0,4.3085,18.3609,-3.09,7,1
