1.16,1.637286,1.25256,1.130469,1.04358,1.641119,1.579204337,0,0
2.16,1.637286,1.25256,1.130469,1.04358,1.530899,1.579204337,0,0
3.16,1.637286,1.25256,1.130469,1.04358,1.368401,1.579204337,1,1
4.16,1.637286,1.25256,1.130469,1.04358,1.236029,1.579204337,0,0
5.16,1.637286,1.25256,1.130469,1.04358,1.608848,1.579204337,0,0
6.16,1.637286,1.25256,1.130469,1.04358,1.126752,1.579204337,0,0
7.16,1.637286,1.25256,1.130469,1.04358,1.623133,1.579204337,0,0
8.16,1.637286,1.25256,1.130469,1.04358,1.675208,1.579204337,0,0
9.16,1.637286,1.25256,1.130469,1.04358,1.445902,1.579204337,0,0
10.16,1.637286,1.25256,1.130469,1.04358,1.047097,1.579204337,1,1
11.16,1.637286,1.25256,1.130469,1.04358,1.37336,1.579204337,0,0
12.16,1.637286,1.25256,1.130469,1.04358,1.603957,1.579204337,0,0
1.17,1.642359,1.255973,1.161647,1.029053,1.496136,1.679144931,3,1
2.17,1.642359,1.255973,1.161647,1.029053,1.418108,1.679144931,2,3
3.17,1.642359,1.255973,1.161647,1.029053,1.08623,1.679144931,1,2
4.17,1.642359,1.255973,1.161647,1.029053,1.385024,1.679144931,1,1
5.17,1.642359,1.255973,1.161647,1.029053,1.473307,1.679144931,0,0
6.17,1.642359,1.255973,1.161647,1.029053,1.497697,1.679144931,1,1
7.17,1.642359,1.255973,1.161647,1.029053,1.234292,1.679144931,0,0
8.17,1.642359,1.255973,1.161647,1.029053,1.232986,1.679144931,1,1
9.17,1.642359,1.255973,1.161647,1.029053,1.363181,1.679144931,2,1
10.17,1.642359,1.255973,1.161647,1.029053,1.403717,1.679144931,1,1
11.17,1.642359,1.255973,1.161647,1.029053,1.376109,1.679144931,1,1
12.17,1.642359,1.255973,1.161647,1.029053,1.358386,1.679144931,0,0
1.18,1.647432,1.259386,1.192826,1.014527,1.51502,1.693198062,1,1
2.18,1.647432,1.259386,1.192826,1.014527,1.473197,1.693198062,1,1
3.18,1.647432,1.259386,1.192826,1.014527,1.43407,1.693198062,5,1
4.18,1.647432,1.259386,1.192826,1.014527,1.499295,1.693198062,2,1.5
5.18,1.647432,1.259386,1.192826,1.014527,1.726439,1.693198062,1,1
6.18,1.647432,1.259386,1.192826,1.014527,1.321213,1.693198062,1,1
7.18,1.647432,1.259386,1.192826,1.014527,1.444863,1.693198062,2,1
8.18,1.647432,1.259386,1.192826,1.014527,1.350431,1.693198062,0,0
9.18,1.647432,1.259386,1.192826,1.014527,1.471671,1.693198062,0,0
10.18,1.647432,1.259386,1.192826,1.014527,1.710221,1.693198062,1,1
11.18,1.647432,1.259386,1.192826,1.014527,1.421134,1.693198062,0,0
12.18,1.647432,1.259386,1.192826,1.014527,1.659636,1.693198062,0,0
1.19,1.652505,1.262799,1.224004,1,1.430594,1.545329237,2,2
2.19,1.652505,1.262799,1.224004,1,1.35118,1.545329237,0,0
3.19,1.652505,1.262799,1.224004,1,1.320974,1.545329237,0,0
4.19,1.652505,1.262799,1.224004,1,1.474507,1.545329237,4,4
5.19,1.652505,1.262799,1.224004,1,1.646884,1.545329237,1,1
6.19,1.652505,1.262799,1.224004,1,1.534503,1.545329237,1,1
7.19,1.652505,1.262799,1.224004,1,1.233697,1.545329237,0,0
8.19,1.652505,1.262799,1.224004,1,1.184527,1.545329237,1,1
9.19,1.652505,1.262799,1.224004,1,1.47482,1.545329237,1,1
10.19,1.652505,1.262799,1.224004,1,1.653264,1.545329237,0,0
11.19,1.652505,1.262799,1.224004,1,1.436429,1.545329237,1,2
12.19,1.652505,1.262799,1.224004,1,1.163177,1.545329237,1,1
1.16,1.453393,1.030717,1.899103,2,1.515026,1.665931832,8,1.5
2.16,1.453393,1.030717,1.899103,2,1.350807,1.665931832,24,1.17
3.16,1.453393,1.030717,1.899103,2,1.514824,1.665931832,21,1.48
4.16,1.453393,1.030717,1.899103,2,1.233695,1.665931832,2,1
5.16,1.453393,1.030717,1.899103,2,1.338454,1.665931832,6,2.17
6.16,1.453393,1.030717,1.899103,2,1.464329,1.665931832,11,2
7.16,1.453393,1.030717,1.899103,2,1.624293,1.665931832,4,1.25
8.16,1.453393,1.030717,1.899103,2,1.130557,1.665931832,8,2
9.16,1.453393,1.030717,1.899103,2,1.300044,1.665931832,10,2.7
10.16,1.453393,1.030717,1.899103,2,1.503819,1.665931832,7,1.71
11.16,1.453393,1.030717,1.899103,2,1.480254,1.665931832,7,1.14
12.16,1.453393,1.030717,1.899103,2,1.460094,1.665931832,5,3
1.17,1.462904,1.030717,1.920322,1.999999,1.357027,1.517167282,13,1.46
2.17,1.462904,1.030717,1.920322,1.999999,1.415655,1.517167282,15,1.27
3.17,1.462904,1.030717,1.920322,1.999999,1.488442,1.517167282,15,1.33
4.17,1.462904,1.030717,1.920322,1.999999,1.111324,1.517167282,11,2.09
5.17,1.462904,1.030717,1.920322,1.999999,1.286379,1.517167282,19,1.95
6.17,1.462904,1.030717,1.920322,1.999999,1.350431,1.517167282,11,1.36
7.17,1.462904,1.030717,1.920322,1.999999,1.546308,1.517167282,7,2
8.17,1.462904,1.030717,1.920322,1.999999,1.572842,1.517167282,8,2
9.17,1.462904,1.030717,1.920322,1.999999,1.474211,1.517167282,12,1.08
10.17,1.462904,1.030717,1.920322,1.999999,1.028234,1.517167282,4,1.25
11.17,1.462904,1.030717,1.920322,1.999999,1.46308,1.517167282,7,1.57
12.17,1.462904,1.030717,1.920322,1.999999,1.453386,1.517167282,11,1.18
1.18,1.472416,1.030717,1.94154,1.999999,1.259493,1.32773312,11,1.82
2.18,1.472416,1.030717,1.94154,1.999999,1.606213,1.32773312,7,2.14
3.18,1.472416,1.030717,1.94154,1.999999,1.61313,1.32773312,17,1.65
4.18,1.472416,1.030717,1.94154,1.999999,1.51039,1.32773312,31,1.52
5.18,1.472416,1.030717,1.94154,1.999999,1.535019,1.32773312,10,1.4
6.18,1.472416,1.030717,1.94154,1.999999,1.445352,1.32773312,10,1.8
7.18,1.472416,1.030717,1.94154,1.999999,1.317101,1.32773312,13,1.69
8.18,1.472416,1.030717,1.94154,1.999999,1.526613,1.32773312,7,2.57
9.18,1.472416,1.030717,1.94154,1.999999,1.512151,1.32773312,11,1.45
10.18,1.472416,1.030717,1.94154,1.999999,1.363693,1.32773312,9,1.11
11.18,1.472416,1.030717,1.94154,1.999999,1.361134,1.32773312,6,1.17
12.18,1.472416,1.030717,1.94154,1.999999,1.723426,1.32773312,12,1.92
1.19,1.481928,1.030717,1.962759,1.999998,1.673863,1.171329385,12,1.75
2.19,1.481928,1.030717,1.962759,1.999998,1.215905,1.171329385,19,2.11
3.19,1.481928,1.030717,1.962759,1.999998,1.149623,1.171329385,30,2.03
4.19,1.481928,1.030717,1.962759,1.999998,1.391023,1.171329385,12,3.33
5.19,1.481928,1.030717,1.962759,1.999998,1.413118,1.171329385,14,1.57
6.19,1.481928,1.030717,1.962759,1.999998,1.611553,1.171329385,18,1.39
7.19,1.481928,1.030717,1.962759,1.999998,1.558731,1.171329385,13,1.31
8.19,1.481928,1.030717,1.962759,1.999998,1.132497,1.171329385,23,1.13
9.19,1.481928,1.030717,1.962759,1.999998,1.278247,1.171329385,14,1
10.19,1.481928,1.030717,1.962759,1.999998,1.506052,1.171329385,8,1.12
11.19,1.481928,1.030717,1.962759,1.999998,1.347167,1.171329385,11,1
12.19,1.481928,1.030717,1.962759,1.999998,1.436419,1.171329385,21,1.14
1.16,1.375713,1.141638,1.676091,1.493715,1.569544,1.719104461,7,1.71
2.16,1.375713,1.141638,1.676091,1.493715,1.428342,1.719104461,12,1.67
3.16,1.375713,1.141638,1.676091,1.493715,1.047544,1.719104461,4,1
4.16,1.375713,1.141638,1.676091,1.493715,1.751956,1.719104461,8,2.38
5.16,1.375713,1.141638,1.676091,1.493715,1.150525,1.719104461,5,2.6
6.16,1.375713,1.141638,1.676091,1.493715,1.489994,1.719104461,7,1
7.16,1.375713,1.141638,1.676091,1.493715,1.383692,1.719104461,11,1.27
8.16,1.375713,1.141638,1.676091,1.493715,1.244145,1.719104461,11,1.18
9.16,1.375713,1.141638,1.676091,1.493715,1.369149,1.719104461,10,2.4
10.16,1.375713,1.141638,1.676091,1.493715,1.390385,1.719104461,4,2
11.16,1.375713,1.141638,1.676091,1.493715,1.247536,1.719104461,1,1
12.16,1.375713,1.141638,1.676091,1.493715,1.031736,1.719104461,1,1
1.17,1.377933,1.143345,1.706403,1.48429,1.307828,1.857635473,19,1.47
2.17,1.377933,1.143345,1.706403,1.48429,1.549713,1.857635473,14,1
3.17,1.377933,1.143345,1.706403,1.48429,1.300838,1.857635473,17,1.18
4.17,1.377933,1.143345,1.706403,1.48429,1.37013,1.857635473,11,1.18
5.17,1.377933,1.143345,1.706403,1.48429,1.49385,1.857635473,8,1.62
6.17,1.377933,1.143345,1.706403,1.48429,1.298358,1.857635473,17,1.29
7.17,1.377933,1.143345,1.706403,1.48429,1.382979,1.857635473,6,1
8.17,1.377933,1.143345,1.706403,1.48429,1.403196,1.857635473,5,1.8
9.17,1.377933,1.143345,1.706403,1.48429,1.144249,1.857635473,14,1.14
10.17,1.377933,1.143345,1.706403,1.48429,1.531044,1.857635473,1,1
11.17,1.377933,1.143345,1.706403,1.48429,1.312425,1.857635473,4,1.25
12.17,1.377933,1.143345,1.706403,1.48429,1.613242,1.857635473,9,1
1.18,1.380152,1.145051,1.736716,1.474866,1.286056,1.778964858,13,1.08
2.18,1.380152,1.145051,1.736716,1.474866,1.401463,1.778964858,8,1
3.18,1.380152,1.145051,1.736716,1.474866,1.252161,1.778964858,14,1.71
4.18,1.380152,1.145051,1.736716,1.474866,1.353896,1.778964858,30,1.37
5.18,1.380152,1.145051,1.736716,1.474866,1.626279,1.778964858,12,1.67
6.18,1.380152,1.145051,1.736716,1.474866,1.458812,1.778964858,10,1.5
7.18,1.380152,1.145051,1.736716,1.474866,1.437253,1.778964858,7,1.14
8.18,1.380152,1.145051,1.736716,1.474866,1.296567,1.778964858,6,1.17
9.18,1.380152,1.145051,1.736716,1.474866,1.272444,1.778964858,6,1.17
10.18,1.380152,1.145051,1.736716,1.474866,1.350521,1.778964858,15,1.2
11.18,1.380152,1.145051,1.736716,1.474866,1.53219,1.778964858,4,2
12.18,1.380152,1.145051,1.736716,1.474866,1.522505,1.778964858,8,1.25
1.19,1.382372,1.146758,1.767028,1.465441,1.484743,1.565304361,9,1.56
2.19,1.382372,1.146758,1.767028,1.465441,1.077388,1.565304361,11,1.82
3.19,1.382372,1.146758,1.767028,1.465441,1.557382,1.565304361,42,1.43
4.19,1.382372,1.146758,1.767028,1.465441,1.204039,1.565304361,5,2.6
5.19,1.382372,1.146758,1.767028,1.465441,1.417095,1.565304361,6,1
6.19,1.382372,1.146758,1.767028,1.465441,1.584743,1.565304361,17,1.06
7.19,1.382372,1.146758,1.767028,1.465441,1.287405,1.565304361,9,1.67
8.19,1.382372,1.146758,1.767028,1.465441,1.477212,1.565304361,12,1.08
