"Districtname","Currentstate","Nextstate","Changestate","Samestate","Timestep","RunIndex","Region","tick","run"
"Srikakulam","I","I",0.0,1.0,32,7,9,31.0,7
"Visakhapatnam","I","I",0.0,1.0,32,7,10,31.0,7
"Kurnool","I","I",0.0,1.0,32,7,6,31.0,7
"Nellore","S","I",0.6747226336715463,0.32527736632845383,32,7,7,31.0,7
"Anantapur","I","I",0.0,1.0,32,7,0,31.0,7
"Chittoor","I","I",0.0,1.0,32,7,1,31.0,7
"Guntur","I","I",0.0,1.0,32,7,3,31.0,7
"Prakasam","I","I",0.0,1.0,32,7,8,31.0,7
"East-Godavari","I","I",0.0,1.0,32,7,2,31.0,7
"West-Godavari","S","I",0.9796788482225656,0.020321151777434387,33,7,12,32.0,7
"Krishna","I","I",0.0,1.0,33,7,5,32.0,7
"Vizianagaram","I","I",0.0,1.0,33,7,11,32.0,7
"Kadapa","I","I",0.0,1.0,33,7,4,32.0,7
"Srikakulam","I","I",0.0,1.0,33,7,9,32.0,7
"Visakhapatnam","I","I",0.0,1.0,33,7,10,32.0,7
"Kurnool","I","I",0.0,1.0,33,7,6,32.0,7
"Nellore","S","I",0.7254930620486592,0.2745069379513409,33,7,7,32.0,7
"Anantapur","I","I",0.0,1.0,33,7,0,32.0,7
"Chittoor","I","I",0.0,1.0,33,7,1,32.0,7
"Guntur","I","I",0.0,1.0,33,7,3,32.0,7
"Prakasam","I","I",0.0,1.0,33,7,8,32.0,7
"East-Godavari","I","I",0.0,1.0,33,7,2,32.0,7
"West-Godavari","I","I",0.0,1.0,34,7,12,33.0,7
"Krishna","I","I",0.0,1.0,34,7,5,33.0,7
"Vizianagaram","I","I",0.0,1.0,34,7,11,33.0,7
"Kadapa","I","I",0.0,1.0,34,7,4,33.0,7
"Srikakulam","I","I",0.0,1.0,34,7,9,33.0,7
"Visakhapatnam","I","I",0.0,1.0,34,7,10,33.0,7
"Kurnool","I","I",0.0,1.0,34,7,6,33.0,7
"Nellore","S","I",1.0,0.0,34,7,7,33.0,7
"Anantapur","I","I",0.0,1.0,34,7,0,33.0,7
"Chittoor","I","I",0.0,1.0,34,7,1,33.0,7
"Guntur","I","I",0.0,1.0,34,7,3,33.0,7
"Prakasam","I","I",0.0,1.0,34,7,8,33.0,7
"East-Godavari","I","I",0.0,1.0,34,7,2,33.0,7
"West-Godavari","I","I",0.09228163667129104,0.9077183633287089,35,7,12,34.0,7
"Krishna","I","I",0.02781948568765028,0.9721805143123496,35,7,5,34.0,7
"Vizianagaram","R","R",NaN,NaN,35,7,11,34.0,7
"Kadapa","I","R",0.09946129644577963,0.9005387035542204,35,7,4,34.0,7
"Srikakulam","I","I",0.1574472899606413,0.8425527100393588,35,7,9,34.0,7
"Visakhapatnam","I","I",0.0827923757222992,0.9172076242777009,35,7,10,34.0,7
"Kurnool","I","I",0.07746715468125613,0.9225328453187439,35,7,6,34.0,7
"Nellore","I","I",0.057012575860031604,0.9429874241399685,35,7,7,34.0,7
"Anantapur","I","I",0.11644746247589655,0.8835525375241036,35,7,0,34.0,7
"Chittoor","I","I",0.07451801248340881,0.9254819875165912,35,7,1,34.0,7
"Guntur","I","I",0.09206216816563603,0.9079378318343639,35,7,3,34.0,7
"Prakasam","I","I",0.07581739029908893,0.9241826097009109,35,7,8,34.0,7
"East-Godavari","I","I",0.01922159546538832,0.9807784045346116,35,7,2,34.0,7
"West-Godavari","I","I",0.0,1.0,36,7,12,35.0,7
"Krishna","I","I",0.0,1.0,36,7,5,35.0,7
"Vizianagaram","S","I",1.0,0.0,36,7,11,35.0,7
"Kadapa","I","I",0.0,1.0,36,7,4,35.0,7
"Srikakulam","I","I",0.0,1.0,36,7,9,35.0,7
"Visakhapatnam","I","I",0.0,1.0,36,7,10,35.0,7
"Kurnool","I","I",0.0,1.0,36,7,6,35.0,7
"Nellore","I","I",0.0,1.0,36,7,7,35.0,7
"Anantapur","I","I",0.0,1.0,36,7,0,35.0,7
"Chittoor","I","I",0.0,1.0,36,7,1,35.0,7
"Guntur","I","I",0.0,1.0,36,7,3,35.0,7
"Prakasam","I","I",0.0,1.0,36,7,8,35.0,7
"East-Godavari","I","I",0.0,1.0,36,7,2,35.0,7
"West-Godavari","I","I",0.0,1.0,37,7,12,36.0,7
"Krishna","I","I",0.0,1.0,37,7,5,36.0,7
"Vizianagaram","S","I",1.0,0.0,37,7,11,36.0,7
"Kadapa","I","I",0.0,1.0,37,7,4,36.0,7
"Srikakulam","I","I",0.0,1.0,37,7,9,36.0,7
"Visakhapatnam","I","I",0.0,1.0,37,7,10,36.0,7
"Kurnool","I","I",0.0,1.0,37,7,6,36.0,7
"Nellore","I","I",0.0,1.0,37,7,7,36.0,7
"Anantapur","I","I",0.0,1.0,37,7,0,36.0,7
"Chittoor","I","I",0.0,1.0,37,7,1,36.0,7
"Guntur","I","I",0.0,1.0,37,7,3,36.0,7
"Prakasam","I","I",0.0,1.0,37,7,8,36.0,7
"East-Godavari","I","I",0.0,1.0,37,7,2,36.0,7
"West-Godavari","I","I",0.0,1.0,38,7,12,37.0,7
"Krishna","I","I",0.0,1.0,38,7,5,37.0,7
"Vizianagaram","I","I",0.0,1.0,38,7,11,37.0,7
"Kadapa","I","I",0.0,1.0,38,7,4,37.0,7
"Srikakulam","I","I",0.0,1.0,38,7,9,37.0,7
"Visakhapatnam","I","I",0.0,1.0,38,7,10,37.0,7
"Kurnool","I","I",0.0,1.0,38,7,6,37.0,7
"Nellore","I","I",0.0,1.0,38,7,7,37.0,7
"Anantapur","I","I",0.0,1.0,38,7,0,37.0,7
"Chittoor","I","I",0.0,1.0,38,7,1,37.0,7
"Guntur","I","I",0.0,1.0,38,7,3,37.0,7
"Prakasam","I","I",0.0,1.0,38,7,8,37.0,7
"East-Godavari","I","I",0.0,1.0,38,7,2,37.0,7
"West-Godavari","I","I",0.0,1.0,39,7,12,38.0,7
"Krishna","I","I",0.0,1.0,39,7,5,38.0,7
"Vizianagaram","I","I",0.0,1.0,39,7,11,38.0,7
"Kadapa","I","I",0.0,1.0,39,7,4,38.0,7
"Srikakulam","I","I",0.0,1.0,39,7,9,38.0,7
"Visakhapatnam","I","I",0.0,1.0,39,7,10,38.0,7
"Kurnool","I","I",0.0,1.0,39,7,6,38.0,7
"Nellore","I","I",0.0,1.0,39,7,7,38.0,7
"Anantapur","I","I",0.0,1.0,39,7,0,38.0,7
"Chittoor","I","I",0.0,1.0,39,7,1,38.0,7
"Guntur","I","I",0.0,1.0,39,7,3,38.0,7
"Prakasam","I","I",0.0,1.0,39,7,8,38.0,7
"East-Godavari","I","I",0.0,1.0,39,7,2,38.0,7
"West-Godavari","I","I",0.0,1.0,40,7,12,39.0,7
"Krishna","I","I",0.0,1.0,40,7,5,39.0,7
"Vizianagaram","I","I",0.0,1.0,40,7,11,39.0,7
"Kadapa","I","I",0.0,1.0,40,7,4,39.0,7
"Srikakulam","I","I",0.0,1.0,40,7,9,39.0,7
"Visakhapatnam","I","I",0.0,1.0,40,7,10,39.0,7
"Kurnool","I","I",0.0,1.0,40,7,6,39.0,7
"Nellore","I","I",0.0,1.0,40,7,7,39.0,7
"Anantapur","I","I",0.0,1.0,40,7,0,39.0,7
"Chittoor","I","I",0.0,1.0,40,7,1,39.0,7
"Guntur","I","I",0.0,1.0,40,7,3,39.0,7
"Prakasam","I","I",0.0,1.0,40,7,8,39.0,7
"East-Godavari","I","I",0.0,1.0,40,7,2,39.0,7
"West-Godavari","I","I",0.0,1.0,41,7,12,40.0,7
"Krishna","I","I",0.0,1.0,41,7,5,40.0,7
"Vizianagaram","I","I",0.0,1.0,41,7,11,40.0,7
"Kadapa","I","I",0.0,1.0,41,7,4,40.0,7
"Srikakulam","I","I",0.0,1.0,41,7,9,40.0,7
"Visakhapatnam","I","I",0.0,1.0,41,7,10,40.0,7
"Kurnool","I","I",0.0,1.0,41,7,6,40.0,7
"Nellore","I","I",0.0,1.0,41,7,7,40.0,7
"Anantapur","I","I",0.0,1.0,41,7,0,40.0,7
"Chittoor","I","I",0.0,1.0,41,7,1,40.0,7
"Guntur","I","I",0.0,1.0,41,7,3,40.0,7
"Prakasam","I","I",0.0,1.0,41,7,8,40.0,7
"East-Godavari","I","I",0.0,1.0,41,7,2,40.0,7
"West-Godavari","I","I",0.0,1.0,42,7,12,41.0,7
"Krishna","I","I",0.0,1.0,42,7,5,41.0,7
"Vizianagaram","I","I",0.0,1.0,42,7,11,41.0,7
"Kadapa","I","I",0.0,1.0,42,7,4,41.0,7
"Srikakulam","I","I",0.0,1.0,42,7,9,41.0,7
"Visakhapatnam","I","I",0.0,1.0,42,7,10,41.0,7
"Kurnool","I","I",0.0,1.0,42,7,6,41.0,7
"Nellore","I","I",0.0,1.0,42,7,7,41.0,7
"Anantapur","I","I",0.0,1.0,42,7,0,41.0,7
"Chittoor","I","I",0.0,1.0,42,7,1,41.0,7
"Guntur","I","I",0.0,1.0,42,7,3,41.0,7
"Prakasam","I","I",0.0,1.0,42,7,8,41.0,7
"East-Godavari","I","I",0.0,1.0,42,7,2,41.0,7
"West-Godavari","I","I",0.0,1.0,43,7,12,42.0,7
"Krishna","I","I",0.0,1.0,43,7,5,42.0,7
"Vizianagaram","I","I",0.0,1.0,43,7,11,42.0,7
"Kadapa","I","I",0.0,1.0,43,7,4,42.0,7
"Srikakulam","I","I",0.0,1.0,43,7,9,42.0,7
"Visakhapatnam","I","I",0.0,1.0,43,7,10,42.0,7
"Kurnool","I","I",0.0,1.0,43,7,6,42.0,7
