"Districtname","Currentstate","Nextstate","Changestate","Samestate","Timestep","RunIndex","Region","tick","run"
"Kullu","S","I",0.8561884390835678,0.14381156091643227,30,1,5,29.0,1
"Shimla","I","I",0.0,1.0,30,1,8,29.0,1
"Bilaspur","S","I",0.6561940771786015,0.3438059228213986,30,1,0,29.0,1
"Kinnaur","S","I",1.0,0.0,30,1,4,29.0,1
"Lahul-Spiti","I","I",0.0,1.0,30,1,6,29.0,1
"Solan","I","I",0.0,1.0,30,1,10,29.0,1
"Kangra","I","I",0.0,1.0,31,1,3,30.0,1
"Hamirpur","I","R",0.18857057562518223,0.8114294243748177,31,1,2,30.0,1
"Mandi","I","R",0.08105053794551911,0.9189494620544809,31,1,7,30.0,1
"Chamba","S","I",0.9192977931113199,0.08070220688868014,31,1,1,30.0,1
"Una","I","I",0.0,1.0,31,1,11,30.0,1
"Sirmaur","S","I",0.8920678004799584,0.10793219952004168,31,1,9,30.0,1
"Kullu","I","I",0.4815551562012065,0.5184448437987935,31,1,5,30.0,1
"Shimla","I","R",0.0815321586586395,0.9184678413413604,31,1,8,30.0,1
"Bilaspur","S","S",0.7382057062849017,0.2617942937150984,31,1,0,30.0,1
"Kinnaur","S","S",NaN,NaN,31,1,4,30.0,1
"Lahul-Spiti","R","S",1.0,0.0,31,1,6,30.0,1
"Solan","I","I",0.10443936792908834,0.8955606320709117,31,1,10,30.0,1
"Kangra","I","R",1.0,0.0,32,1,3,31.0,1
"Hamirpur","R","R",0.061484923890802984,0.9385150761091969,32,1,2,31.0,1
"Mandi","I","R",0.06888904311685203,0.9311109568831479,32,1,7,31.0,1
"Chamba","I","I",0.08522751280823893,0.9147724871917611,32,1,1,31.0,1
"Una","I","R",0.6070137239198077,0.3929862760801922,32,1,11,31.0,1
"Sirmaur","S","I",0.8953199427177639,0.10468005728223606,32,1,9,31.0,1
"Kullu","I","R",0.35974542352660716,0.6402545764733928,32,1,5,31.0,1
"Shimla","I","I",0.05975954004395272,0.9402404599560473,32,1,8,31.0,1
"Bilaspur","S","I",0.8184129983020402,0.18158700169795983,32,1,0,31.0,1
"Kinnaur","S","S",NaN,NaN,32,1,4,31.0,1
"Lahul-Spiti","R","S",0.9272323398219452,0.07276766017805489,32,1,6,31.0,1
"Solan","I","I",0.19452126990412752,0.8054787300958725,32,1,10,31.0,1
"Kangra","I","I",NaN,NaN,33,1,3,32.0,1
"Hamirpur","S","S",0.009753720026290238,0.9902462799737097,33,1,2,32.0,1
"Mandi","I","I",0.0,1.0,33,1,7,32.0,1
"Chamba","I","I",0.0,1.0,33,1,1,32.0,1
"Una","I","I",0.0,1.0,33,1,11,32.0,1
"Sirmaur","I","I",0.0,1.0,33,1,9,32.0,1
